iter	Logloss
609	0.3211052449
610	0.3209975436
611	0.3208678083
612	0.3207449759
613	0.3206104887
614	0.3205027993
615	0.3203747036
616	0.3201229801
617	0.3200883179
618	0.3198991711
619	0.319769488
620	0.3196197487
621	0.319483339
622	0.3192724551
623	0.3192486226
624	0.3191832325
625	0.3190544296
626	0.3189276849
627	0.3189078692
628	0.318657182
629	0.318623497
630	0.3184832349
631	0.318428323
632	0.3182780451
633	0.3181865556
634	0.3179797672
635	0.3178756867
636	0.3177749488
637	0.3175749406
638	0.3175526533
639	0.3174449715
640	0.3174435949
641	0.3173668464
642	0.3173391127
643	0.3172382983
644	0.3171746536
645	0.3171396195
646	0.3169383365
647	0.3168648593
648	0.3168516609
649	0.316668542
650	0.3166217269
651	0.3163592555
652	0.3162864193
653	0.3161013031
654	0.3160939286
655	0.3160005501
656	0.3158647086
657	0.3158129343
658	0.3157454745
659	0.3156549338
660	0.3154546556
661	0.3153310368
662	0.3152429005
663	0.315031312
664	0.3149569102
665	0.314725046
666	0.3146817615
667	0.3145185304
668	0.3144223359
669	0.3143976844
670	0.3142407652
671	0.3141491515
672	0.3139784632
673	0.3137089238
674	0.313615815
675	0.3135067365
676	0.313486408
677	0.3134214193
678	0.313394916
679	0.3132794441
680	0.3132323139
681	0.3131623811
682	0.3130468372
683	0.3129417221
684	0.3128570426
685	0.3127316357
686	0.3126599548
687	0.3126441512
688	0.3126035209
689	0.3125469708
690	0.3124871407
691	0.3123732514
692	0.3123451345
693	0.3123302033
694	0.3123157039
695	0.3122299288
696	0.3120827503
697	0.3120670458
698	0.3120034962
699	0.3119553581
700	0.3118136686
701	0.3116274637
702	0.3115901043
703	0.3114844013
704	0.3113420632
705	0.3111476711
706	0.3110997229
707	0.3110567418
708	0.3110481008
709	0.3109163672
710	0.3108501644
711	0.3107755882
712	0.3106639271
713	0.3105990409
714	0.3104409687
715	0.3102218612
716	0.3101467713
717	0.3101207331
718	0.3099834176
719	0.3097910739
720	0.3096067778
721	0.3095281861
722	0.3094046734
723	0.3092325117
724	0.309198769
725	0.3091200813
726	0.3089900912
727	0.3089158299
728	0.308794965
729	0.3087908268
730	0.3087288846
731	0.3086600589
732	0.3086316284
733	0.3085318586
734	0.3084206917
735	0.3083542197
736	0.3082982142
737	0.3082151853
738	0.3080425853
739	0.307899676
740	0.3076845542
741	0.3075714754
742	0.3075160005
743	0.3073626581
744	0.3072236515
745	0.3071665738
746	0.3070944819
747	0.3069531131
748	0.3067696792
749	0.306665596
750	0.3065740777
751	0.30655227
752	0.3064113628
753	0.3062612812
754	0.306141798
755	0.3061262315
756	0.3060680752
757	0.3060219305
758	0.3059542754
759	0.3058213798
760	0.3057610939
761	0.3056397634
762	0.3055043036
763	0.3053758907
764	0.3051818056
765	0.3049812096
766	0.3049607839
767	0.3049287129
768	0.3048838002
769	0.3048145742
770	0.3047408888
771	0.3045605114
772	0.3044886621
773	0.3044181484
774	0.3043733821
775	0.3042594276
776	0.3041904881
777	0.3039955191
778	0.3039272175
779	0.3036427636
780	0.3035388242
781	0.3035043436
782	0.3034057567
783	0.3032364092
784	0.3031096903
785	0.3028772121
786	0.3028417843
787	0.30278866
788	0.3026309955
789	0.3025009671
790	0.3023202992
791	0.3022475207
792	0.3021159812
793	0.3020683462
794	0.3020527066
795	0.3019162326
796	0.3019118958
797	0.30189679
798	0.3018746723
799	0.3017810792
800	0.3016431575
801	0.3013771192
802	0.3012932277
803	0.3011934669
804	0.3011569715
805	0.3010286328
806	0.3008693177
807	0.3007875967
808	0.3007264957
809	0.3005760405
810	0.3004807459
811	0.300408822
812	0.3003785281
813	0.3002887663
814	0.3002295313
815	0.3002174004
816	0.3001988186
817	0.3001224213
818	0.3000105425
819	0.2998500477
820	0.2996671939
821	0.2995618013
822	0.2995032102
823	0.2994832518
824	0.2994511239
825	0.299266941
826	0.2992249322
827	0.2991751271
828	0.2990941793
829	0.2990485202
830	0.2988825343
831	0.2988276544
832	0.2987492611
833	0.2986198272
834	0.2983072542
835	0.2981582804
836	0.2980990163
837	0.2980207833
838	0.297783514
839	0.2977558749
840	0.2977110136
841	0.2976207486
842	0.2974155084
843	0.2973596796
844	0.2972534305
845	0.297219789
846	0.2971735233
847	0.2971188119
848	0.2970541305
849	0.2970219655
850	0.2969744784
851	0.2969150645
852	0.2968101615
853	0.2967089652
854	0.2966893483
855	0.2966044645
856	0.2965454174
857	0.296479978
858	0.2964604497
859	0.2961566412
860	0.2960677737
861	0.2960570865
862	0.2959766098
863	0.2959266845
864	0.2958815232
865	0.2958374349
866	0.2958120387
867	0.295644695
868	0.2956173224
869	0.2956077635
870	0.2954788568
871	0.2954167222
872	0.2953649756
873	0.2952995362
874	0.2951782613
875	0.2950927548
876	0.2950154678
877	0.294975754
878	0.2949403568
879	0.2949273666
880	0.2948351351
881	0.2946868823
882	0.2946259211
883	0.2944158196
884	0.2942984577
885	0.2941894552
886	0.2940320363
887	0.293798844
888	0.2937636981
889	0.2937203332
890	0.2936613006
891	0.2935518077
892	0.2935408338
893	0.293490128
894	0.2933971321
895	0.2932921618
896	0.2932559796
897	0.2932423301
898	0.2932148232
899	0.2931829931
900	0.293141098
901	0.2930832772
902	0.2929960775
903	0.292923768
904	0.2927857112
905	0.2925607548
906	0.2925127006
907	0.2923665129
908	0.292338071
909	0.2921053891
910	0.2920434908
911	0.2919727483
912	0.2918782974
913	0.291704657
914	0.2914250441
915	0.2914054439
916	0.2913709007
917	0.2913206411
918	0.2911679263
919	0.2911093545
920	0.2910844039
921	0.2909849658
922	0.2908455183
923	0.2907000032
924	0.2906144308
925	0.2905414228
926	0.2904722134
927	0.2902677507
928	0.2902141034
929	0.2901068953
930	0.2899521823
931	0.2898502346
932	0.2897863793
933	0.2896582789
934	0.2894422507
935	0.2892119696
936	0.2891619184
937	0.2890999587
938	0.2890547104
939	0.2888543094
940	0.2887615742
941	0.2886058044
942	0.2885565492
943	0.2884607986
944	0.2883821643
945	0.2883148969
946	0.2882116988
947	0.2882005388
948	0.2880953652
949	0.2880423681
950	0.2879965304
951	0.2879844942
952	0.2879206269
953	0.2878875298
954	0.2878017982
955	0.2876879112
956	0.2875407958
957	0.2874907496
958	0.2872658956
959	0.2872237036
960	0.2870189634
961	0.2868039956
962	0.2866451528
963	0.2864874992
964	0.2863847225
965	0.2863223494
966	0.2862529921
967	0.2860544428
968	0.2859993737
969	0.2859482165
970	0.2857479255
971	0.2856046092
972	0.285490904
973	0.2854254643
974	0.2852149216
975	0.2850477802
976	0.284871504
977	0.2848001274
978	0.2847663057
979	0.284700132
980	0.2844818889
981	0.2844548539
982	0.2842179149
983	0.2840338788
984	0.2839764137
985	0.2839033561
986	0.2838378916
987	0.2836300953
988	0.2835754675
989	0.2834227177
990	0.2833875266
991	0.283303107
992	0.2832629587
993	0.2830709297
994	0.2829730496
995	0.2829229267
996	0.2826840187
997	0.2824750428
998	0.2823351342
999	0.2822719183
